film_id,canonical_title,display_title,release_year,release_month,release_month_num,release_date,primary_genre,secondary_genre,all_genres,sequel_flag,remake_flag,director,lead_actor_1,lead_actor_2,cast_list,writer_list,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,budget_usd,worldwide_gross_cr,worldwide_gross_usd,domestic_gross_cr,domestic_gross_usd,opening_day_cr,opening_weekend_cr,runtime_minutes,imdb_id,imdb_rating,content_score_clarity,content_score_novelty,content_score_execution,content_score_originality,content_score_structure,content_score_pacing,content_score_engagement,content_score_authenticity,verdict_raw,financial_data_confidence,is_synthetic,source,data_version,last_updated
BOLLY_2013_0408_sooper_se_ooper,Sooper Se Ooper,Sooper Se Ooper,2013,October,10,2013-10-25,Drama,,Comedy,No,,Shekhar Ghosh,Vir Das,Kirti Kulhari,Tinnu Anand | Mahesh Balraj | Mithilesh Chaturvedi | Vir Das,Shekhar Ghosh,Reliance Entertainment,5.9509,C,,,,,,,,,,,,tt3005850,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2013_0409_satya_2,Satya 2,Satya 2,2013,October,10,2013-11-08,Crime,,Crime,No,,Ram Gopal Varma,Anaika Soti,[106],Puneet Singh Ratn | Sharvanand | Anaika Soti | Mahesh Thakur,Radhika Anand | Kary Arora (lyrics) | Meeraqh (Telugu Dialogue Writer),"Mammoth Media & Entertainment, Sreshth Media, LR Media",,,3.7435,D,15,,,,,,,,,tt3059106,5.8,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2013_0410_rajjo,Rajjo,Rajjo,2013,November,11,2013-11-15,Romance,,Drama | Romance,No,,Vishwas Patil,Kangana Ranaut,Paras Arora,Kangana Ranaut | Prakash Raj | Mahesh Manjrekar | Paras Arora,Vishwas Patil,,4.3605,D,,,,,,,,,,,,tt2438764,2.8,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2013_0411_gori_tere_pyaar_mein,Gori Tere Pyaar Mein,Gori Tere Pyaar Mein,2013,November,11,2013-11-22,Comedy,,Comedy | Romance,No,,Punit Malhotra,Imran Khan,Kareena Kapoor,Imran Khan | Kareena Kapoor | Nizhalgal Ravi | Anupam Kher,Punit Malhotra | Arshad Sayed,"Reliance Entertainment, Dharma Productions",5.112,C,,,30,,20.8,,,,,,,tt2275794,4.9,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2013_0412_singh_saab_the_great,Singh Saab the Great,Singh Saab The Great,2013,November,11,2013-11-22,Action,,Action | Drama,No,,Anil Sharma,Sunny Deol,Amrita Rao,Sunny Deol | Amrita Rao | Urvashi Rautela | Prakash Raj,Shaktimaan Talwar,Pen Studios,3.3809,D,5.7345,C,25,,40.67,,,,,,,tt2437954,5.7,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2013_0413_bullett_raja,Bullett Raja,Bullett Raja,2013,November,11,,Action,,Action,No,,Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Saif Ali Khan,,Fox Star Studios,5.7211,A,1.6059,D,51,,53.6,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2013_0414_r_rajkumar,R... Rajkumar,R... Rajkumar,2013,December,12,2013-12-06,Action,,Action | Comedy | Romance,No,,Prabhudeva,Shahid Kapoor,Sonakshi Sinha,Shahid Kapoor | Sonakshi Sinha | Sonu Sood | Ashish Vidyarthi,Prabhudheva (story) | Prabhudheva (screenplay) | Sunil Kumar Agrawal (screenplay) | Ravi S. Sundaram (screenplay) | Shiraz Ahmed (dialogue),"Eros International, Next Gen Films",5.7659,C,,,,,101.21,,,,,,,tt2369154,5.3,,,,,,,,,hitFlop=4,Low,,wikipedia,2.0,2026-07-02
BOLLY_2013_0415_jackpot,Jackpot,Jackpot,2013,December,12,2013-12-13,Comedy,,Comedy | Thriller,No,,Kaizad Gustad,Sachiin J Joshi,Naseeruddin Shah,Naseeruddin Shah | Sunny Leone | Sachiin Joshi | Bharath Niwas,,Viking Media & Entertainment,,D,,,,,5,,,,,,,tt3309662,2.0,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2013_0416_what_the_fish,What the Fish,What the Fish,2013,December,12,2013-12-13,Drama,,Adventure | Comedy | Drama,No,,Gurmmet Singh,Dimple Kapadia,Manu Rishi,Manu Rishi Chadha | Naresh Gosain | Dimple Kapadia | Deepti Pujari,,Viacom18 Motion Pictures,,B,,,,,,,,,,,,tt3357416,5.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0417_mr_joe_b_carvalho,Mr Joe B. Carvalho,Mr Joe B. Carvalho,2014,January,1,2014-01-03,Comedy,,Comedy,No,,Samir Tiwari,Arshad Warsi,Soha Ali Khan,Arshad Warsi | Soha Ali Khan | Rajesh Balwani | Geeta Basra,Arshad Sayyad,,3.5596,D,,,,,,,,,,,,tt2876408,3.1,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0418_19th_january,19th January,19th January,2014,,,,Drama,,Drama,No,,Sanjay Amar,Deepti Naval,K. K. Raina,Deepti Naval,,,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0419_sholay_3d,Sholay 3D,Sholay 3D,2014,August,8,,Action,,Action,No,,Ramesh Sippy,Dharmendra,Amitabh Bachchan,Dharmendra,,"UTV Motion Pictures, Pen Studios",3.0997,D,,,3.5,,35,,,,,,,,,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0420_dedh_ishqiya,Dedh Ishqiya,Dedh Ishqiya,2014,January,1,2014-01-10,Comedy,,Comedy | Drama | Romance,No,,Abhishek Chaubey,Naseeruddin Shah,Arshad Warsi,Naseeruddin Shah | Madhuri Dixit | Arshad Warsi | Huma Qureshi,Vishal Bhardwaj (dialogue) | Vishal Bhardwaj (screenplay) | Abhishek Chaubey (screenplay) | Darab Farooqui (story),Shemaroo Entertainment,3.7695,D,,,37,,40.8,,,,,,,tt2675978,7.0,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0421_yaariyan,Yaariyan,Yaariyan,2014,January,1,2014-01-10,Comedy,,Drama | Romance,No,,Divya Khosla Kumar,Himansh Kohli,Nicole Faria,Himansh Kohli | Vivek Bhatnagar | Nicole Faria | Gulshan Grover,,T-Series Films,,,,,10,,55,,,,,,,tt3382148,2.7,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0422_karle_pyaar_karle,Karle Pyaar Karle,Karle Pyaar Karle,2014,January,1,2014-01-17,Comedy,,Action | Romance,No,,Rajesh Pandey,Hasleen Kaur,,Shiv Darshan | Hasleen Kaur | Aham Sharma | Tanya Malik,Suneel Darshan,,,,,,,,,,,,,,,tt3465488,0.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0423_miss_lovely,Miss Lovely,Miss Lovely,2014,January,1,,Drama,,Drama,No,,Ashim Ahluwalia,Nawazuddin Siddiqui,Niharika Singh,Nawazuddin Siddiqui,,,3.7877,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0424_om_dar_b_dar,Om-Dar-B-Dar,Om-Dar-B-Dar,2014,January,1,,Drama,,Drama,No,,Kamal Swaroop,Aditya Lakhia,Anita Kanwar,Aditya Lakhia,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,Low,,wikipedia,2.0,2026-07-02
BOLLY_2014_0425_paranthe_wali_gali,Paranthe Wali Gali,Paranthe Wali Gali,2014,,,2014-01-17,Drama,,Drama | Romance,No,,Sachin Gupta,Anuj Saxena,,Mohinder Gujral | Yuvraj Haral | Vijayant Kohli | Neha Pawar,Sachin Gupta,,,,,,,,,,,,,,,tt2907156,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0426_strings_of_passion,Strings of Passion,Strings of Passion,2014,January,1,,Drama,,Drama,No,,Sanghamitra Chaudhari,Zeenat Aman,Indrani Haldar,Zeenat Aman,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0427_jai_ho,Jai Ho,Jai Ho,2014,January,1,2014-01-24,Action,,Action | Drama,No,,Sohail Khan,Salman Khan,Daisy Shah,Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,A.R. Murugadoss (story) | Dilip Shukla (screenplay),Eros International,9.2082,D,,,50,,195.04,,,,,,,tt1188982,5.0,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0428_one_by_two,One by Two,One by Two,2014,January,1,2014-01-31,Comedy,,Comedy | Drama | Romance,No,,Devika Bhagat,Abhay Deol,Preeti Desai,Abhay Deol | Preeti Desai | Lillete Dubey | Rati Agnihotri,Devika Bhagat (dialogue) | Devika Bhagat (story) | Manoj Tapadia (dialogue),Viacom18 Motion Pictures,2.5106,D,,,21,,3.7700000000000005,,,,,,,tt2951576,3.9,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0429_babloo_happy_hai,Babloo Happy Hai,Babloo Happy Hai,2014,February,2,2014-02-07,Drama,,Comedy | Drama | Romance,No,,Nila Madhab Panda,Erica Fernandes,Parvin Dabas,Sahil Anand | Parvin Dabas | Erica Fernandes | Preet Kamal,Sanjay Chauhan | Deepak Venkatesha (additional screenplay & dialogue),,,D,,,,,,,,,,,,tt3426144,5.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0430_hasee_toh_phasee,Hasee Toh Phasee,Hasee Toh Phasee,2014,February,2,2014-02-07,Comedy,,Comedy | Romance,No,,Vinil Mathew,Sidharth Malhotra,Parineeti Chopra,Sidharth Malhotra | Parineeti Chopra | Adah Sharma | Manoj Joshi,Harshavardhan Kulkarni (story) | Harshavardhan Kulkarni (dialogue) | Anurag Kashyap (dialogue) | Purva Naresh (dialogue) | Vinil Matthew (dialogue),"Reliance Entertainment, Dharma Productions, Phantom Films",,C,,,20,,63.38,,,,,,,tt3173910,6.8,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0431_heartless,Heartless,Heartless,2014,February,2,2014-02-07,Romance,,Drama | Family | Romance,No,,Shekhar Suman,Adhyayan Suman,Om Puri,Adhyayan Suman | Ariana Ayam | Deepti Naval | Om Puri,Nina Arora (screenplay) | Niranjan Iyengar (dialogue) | Arafat Mehmood (lyrics) | Seema Saini (lyrics) | Shekhar Suman (lyrics) | Shekhar Suman (story),,,D,,,1.1,,1.18,,,,,,,tt3334348,5.2,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0432_ya_rab,Ya Rab,Ya Rab,2014,February,2,2014-02-07,Thriller,,Drama,No,,Hasnain Hyderabadwala,Manzar Sehbai,Ajaz Khan,Indrapal Ahuja | Neha Baam | Vikram Dahiya | Rakesh Deewana,,,,D,1.3466,D,2.5,,,,,,,,,tt3303416,4.0,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2014_0433_gunday,Gunday,Gunday,2014,February,2,2014-02-14,Action,,Action | Crime | Drama,No,,Ali Abbas Zafar,Ranveer Singh,Arjun Kapoor,Ranveer Singh | Arjun Kapoor | Priyanka Chopra | Irrfan Khan,Ali Abbas Zafar | Sanjay Masoom (additional dialogue),Yash Raj Films,6.0024,C,,,51,,130.91,,,,,,,tt2574698,2.7,,,,,,,,,hitFlop=4,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0434_darr_the_mall,Darr @ the Mall,Darr @ the Mall,2014,February,2,2014-02-21,Horror,,Horror | Thriller,No,,Pawan Kripalani,Jimmy Sheirgill,Nushrat Bharucha,Jimmy Shergill | Nushrat Bharucha | Arif Zakaria | Asif Basra,Agrim Joshi (screen play and dialogue) | Pawan Kripalani (screen play and dialogue) | Vinod Rawat (screen play and dialogue) | Abhimanyu Singh,Contiloe Entertainment,,D,,,16,,7.8,,,,,,,tt3449320,4.9,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0435_dee_saturday_night,Dee Saturday Night,Dee Saturday Night,2014,February,2,,Drama,,Drama,No,,Jay Prakash,Prashant Narayanan,Arif Zakaria,Prashant Narayanan,,,1,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0436_gulabi_gang,Gulabi Gang,Gulabi Gang,2014,February,2,,Drama,,Drama,No,,Nishtha Jain,Sampat Pal Devi,,Sampat Pal Devi,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0437_highway,Highway,Highway,2014,February,2,2014-02-21,Drama,,Drama | Romance,No,,Imtiaz Ali,Randeep Hooda,Alia Bhatt,Alia Bhatt | Randeep Hooda | Durgesh Kumar | Arjun Malhotra,Imtiaz Ali,"UTV Motion Pictures, Nadiadwala Grandson Entertainment",3.739,D,4.8838,D,25,,47.7,,,,,,,tt2980794,7.6,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0438_pyar_ka_live_show,Pyar Ka Live Show,Pyar Ka Live Show,2014,February,2,,Drama,,Drama,No,,Shailendra Singh Rajput,Upasana Singh,Mushtaq Khan,Upasana Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0439_anuradha,Anuradha,Anuradha,2014,February,2,,Drama,,Drama,No,,Raju Mavani,Sachin Khedekar,Smita Jaykar,Sachin Khedekar,,,2.0741,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0440_shaadi_ke_side_effects,Shaadi Ke Side Effects,Shaadi Ke Side Effects,2014,February,2,2014-02-28,Comedy,,Comedy | Romance,No,,Saket Chaudhary,Farhan Akhtar,Vidya Balan,Farhan Akhtar | Vidya Balan | Vir Das | Ram Kapoor,Saket Chaudhary (screenplay) | Saket Chaudhary (story) | Zeenat Lakhani (screenplay) | Zeenat Lakhani (story) | Arshad Sayed (dialogue) | Arshad Sayed (screenplay),Balaji Motion Pictures,6.6258,D,,,43,,69.6,,,,,,,tt3302962,5.6,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0441_gulaab_gang,Gulaab Gang,Gulaab Gang,2014,March,3,2014-03-07,Action,,Action | Drama,No,,Soumik Sen,Madhuri Dixit,Juhi Chawla,Madhuri Dixit | Juhi Chawla | Divya Jagdale | Priyanka Bose,Soumik Sen (story) | Amitosh Nagpal (dialogue) | Soumik Sen (dialogue),,4.8334,C,,,29,,22.7,,,,,,,tt2573750,6.0,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0442_queen,Queen,Queen,2014,March,3,2014-03-07,Comedy,,Adventure | Comedy | Drama,No,,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Kangana Ranaut | Rajkummar Rao | Lisa Haydon | Mish Boyko,Vikas Bahl (story) | Chaitally Parmar (story) | Parveez Sheikh (story) | Anvita Dutt (dialogue) | Kangana Ranaut (dialogue),"Viacom18 Motion Pictures, Phantom Films",4.3605,D,,,20,,95.04,,,,,,,tt3322420,7.4,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0443_total_siyapaa,Total Siyapaa,Total Siyapaa,2014,March,3,,Comedy,,Comedy,No,,E Niwas,Ali Zafar,Yami Gautam,Ali Zafar,,Reliance Entertainment,2.5332,D,,,10,,13.1,,,,,,,,,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0444_bewakoofiyaan,Bewakoofiyaan,Bewakoofiyaan,2014,March,3,2014-03-14,Comedy,,Comedy | Drama | Romance,No,,Nupur Asthana,Ayushmann Khurrana,Sonam Kapoor,Ayushmann Khurrana | Sonam Kapoor | Rishi Kapoor | Swedha Singh,Habib Faisal,Yash Raj Films,,D,,,22,,22.2,,,,,,,tt3483646,5.5,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0445_neighbours,Neighbours,Neighbours,2014,March,3,2014-03-14,Horror,,Horror,No,,Shyam Ramsay,Shakti Kapoor,Gavie Chahal,Hritu | Sunny Singh | Gavie Chahal | Arbaaz Ali Khan,Shyam Ramsay,,,D,1.0115,D,,,,,,,,,,tt3592020,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0446_ankhon_dekhi,Ankhon Dekhi,Ankhon Dekhi,2014,March,3,,Drama,,Drama,No,,Rajat Kapoor,Sanjay Mishra,Rajat Kapoor,Sanjay Mishra,,Drishyam Films,2.494,D,2.0954,D,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0447_gang_of_ghosts,Gang of Ghosts,Gang of Ghosts,2014,March,3,2014-03-21,Action,,Comedy | Drama,No,,Satish Kaushik,Parambrata Chatterjee,Sharman Joshi,Sharman Joshi | Mahie Gill | Asrani | Parambrata Chatterjee,,,,C,2.6808,D,,,,,,,,,,tt3531604,4.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0448_lakshmi,Lakshmi,Lakshmi,2014,January,1,2014-03-21,Drama,,Drama,No,,Nagesh Kukunoor,Monali Thakur,Satish Kaushik,Vibha Chhibber | Ram Kapoor | Satish Kaushik | Gulfam Khan,Nagesh Kukunoor,Pen Studios,,D,1.4685,D,,,,,,,,,,tt2976176,7.9,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0449_ragini_mms_2,Ragini MMS 2,Ragini MMS 2,2014,March,3,2014-03-21,Thriller,,Horror | Romance | Thriller,No,,Bhushan Patel,Sunny Leone,Parvin Dabas,Sunny Leone | Saahil Prem | Parvin Dabas | Sandhya Mridul,Tanveer Bookwala (story) | Ishita Moitra (dialogue),Balaji Motion Pictures,,D,,,19,,63.29,,,,,,,tt2609218,3.9,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0450_dishkiyaoon,Dishkiyaoon,Dishkiyaoon,2014,March,3,2014-03-28,Action,,Action | Thriller,No,,Sanamjit Talwar,Sunny Deol,Harman Baweja,Harman Baweja | Harsh Chhaya | Sunny Deol | Rajit Kapoor,Sanamjit Singh Talwar,Eros International,3.3809,D,,,3.9,,6.88,,,,,,,tt3539966,5.2,,,,,,,,,hitFlop=3,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0451_o_teri,O Teri,O Teri,2014,March,3,2014-03-28,Comedy,,Comedy | Drama,No,,Umesh Bist,Pulkit Samrat,Sarah-Jane Dias,Pulkit Samrat | Bilal Amrohi | Sarah-Jane Dias | Mandira Bedi,Umesh Bist | Neeti Palta,Reel Life Productions,,C,,,15,,3.6,,,,,,,tt3483596,3.4,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0452_station,Station,Station,2014,March,3,2014-03-28,Thriller,,Crime | Drama | Thriller,No,,Saad Khan,,,Kanika Batra | Gulshan Grover | Rohiet Nair | Sameer Kevin Roy,Saad Khan (story) | Saad Khan | Saad Khan,,,,,,,,,,,,,,,tt2191164,0.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0453_youngistaan,Youngistaan,Youngistaan,2014,March,3,2014-03-28,Drama,,Drama,No,,Syed Ahmad Afzal,Jackky Bhagnani,Neha Sharma,Jacky Bhagnani | Neha Sharma | Farooq Shaikh | Boman Irani,Ramiz Ilham Khan (story) | Syed Ahmed Afzal (story) | Maitrey Bajpai (story),"Pooja Entertainment, PVR Pictures",,D,,,,,9.45,,,,,,,tt3514330,5.2,,,,,,,,,hitFlop=1,Low,,wikipedia,2.0,2026-07-02
BOLLY_2014_0454_honour_killing,Honour Killing,Honour Killing,2014,February,2,,Drama,,Drama,No,,Avtar Bhogal,Zara Sheikh,Tom Alter,Zara Sheikh,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0455_jal,Jal,Jal,2014,April,4,,Drama,,Drama,No,,Girish Malik,Purab Kohli,Tannishtha Chatterjee,Purab Kohli,,,,D,,,,,,,,,,,,,,,,,,,,,,,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0456_main_tera_hero,Main Tera Hero,Main Tera Hero,2014,April,4,2014-04-04,Drama,,Action | Comedy | Romance,No,,David Dhawan,Varun Dhawan,Ileana D'Cruz,Salman Khan | Ileana | Anupam Kher | Varun Dhawan,Tushar Hiranandani (story) | Milap Zaveri (dialogue),Balaji Motion Pictures,4.74,D,4.7408,D,,,78,,,,,,,tt2762334,5.1,,,,,,,,,hitFlop=5,Low,,wikipedia,2.0,2026-07-02
BOLLY_2014_0457_bhoothnath_returns,Bhoothnath Returns,Bhoothnath Returns,2014,April,4,2014-04-11,Comedy,,Comedy | Drama | Fantasy,No,,Nitesh Tiwari,Amitabh Bachchan,Parth Bhalerao,Amitabh Bachchan | Boman Irani | Parth Bhalerao | Sanjay Mishra,Piyush Gupta | Shreyas Jain (additional script writer) | Nikhil Mehrotra (additional script writer) | Nitesh Tiwari,T-Series Films,7.0113,B,,,40,,53,,,,,,,tt3531852,6.5,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0458_2_states,2 States,2 States,2014,April,4,2014-04-18,Comedy,,Drama | Romance,No,,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Arjun Kapoor | Alia Bhatt | Amrita Singh | Revathy,Chetan Bhagat (story) | Abhishek Varman (screenplay) | Hussain Dalal (dialogue),"UTV Motion Pictures, Dharma Productions, Nadiadwala Grandson Entertainment",6.5059,C,,,,,175,,,,,,,tt2372678,6.9,,,,,,,,,hitFlop=7,Low,,wikipedia,2.0,2026-07-02
BOLLY_2014_0459_dekh_tamasha_dekh,Dekh Tamasha Dekh,Dekh Tamasha Dekh,2014,April,4,2014-04-18,Comedy,,Comedy,No,,Feroz Abbas Khan,Satish Kaushik,,Satish Kaushik | Tanvi Azmi | Vinay Jain | Sharad Ponkshe,Shafaat Khan,Eros International,1.961,D,,,,,,,,,,,,tt3672618,6.1,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0460_lucky_kabootar,Lucky Kabootar,Lucky Kabootar,2014,April,4,2014-04-18,Comedy,,Comedy,No,,Shammi Chhabra,Ravi Kishan,Eijaz Khan,Shradha Das | Eijaz Khan | Ravi Kishan | Atul Mathur,Shammi Chhabra | Shyam Goel,,2.1644,D,,,,,,,,,,,,tt2612924,5.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0461_revolver_rani,Revolver Rani,Revolver Rani,2014,April,4,2014-04-25,Action,,Action | Comedy | Crime,No,,Sai Kabir,Kangana Ranaut,Vir Das,Kangana Ranaut | Vir Das | Zakir Hussain | Jami Jafry,Sai Kabir,"Wave Cinemas, Moving Pictures, Crouching Tiger Motion Pictures",4.3605,D,,,10,,9,,,,,,,tt3290688,4.6,,,,,,,,,hitFlop=1,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0462_samrat_co,Samrat & Co.,Samrat & Co.,2014,April,4,2014-04-25,Thriller,,Mystery,No,,Kaushik Ghatak,Rajeev Khandelwal,,Ramgopal Bajaj | Ajay Bhandari | Barkha Bisht | Priyanshu Chatterjee,,,1.5575,D,,,,,,,,,,,,tt3636776,6.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0463_purani_jeans,Purani Jeans,Purani Jeans,2014,May,5,2014-05-02,Comedy,,Drama,No,,Tanushri Chattrji Bassu,Tanuj Virwani,Izabelle Leite,Rati Agnihotri | Param Baidwaan | Kashika Chopra | Sammy Durrani,Tanushri Chattrji Bassu,Eros International,,,,,,,,,,,,,,tt3681414,6.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0464_kya_dilli_kya_lahore,Kya Dilli Kya Lahore,Kya Dilli Kya Lahore,2014,May,5,2014-05-02,Comedy,,Drama | History | War,No,,Vijay Raaz,Vijay Raaz,Manu Rishi,Vijay Raaz | Manu Rishi Chadha | Rajendranath Zutshi | Vishwajeet Pradhan,Aseem Arora (story) | Manu Rishi Chadha (dialogue) | Manu Rishi Chadha | Gulzar (lyrics) | Pratham Jolly | Sandeep Sinha (additional screenplay),,1.7737,D,,,,,,,,,,,,tt2063745,7.3,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0465_kahin_hai_mera_pyar,Kahin Hai Mera Pyar,Kahin Hai Mera Pyar,2014,May,5,2014-05-01,Romance,,Drama | Musical | Romance,No,,Mahesh Vaijnath Doijode,Sanjay Kapoor,Jackie Shroff,Gajendra Chouhan | Shroff Jackie | Sanjay Kapoor | Sonia Mann,Mahesh Vaijnath Doijode (story) | Mahesh Vaijnath Doijode | Mahesh Vaijnath Doijode,,5.4625,C,,,,,,,,,,,,tt3585758,0.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0466_hawaa_hawaai,Hawaa Hawaai,Hawaa Hawaai,2014,May,5,2014-05-09,Drama,,Drama | Family | Sport,No,,Amole Gupte,Partho Gupte,Saqib Saleem,Mahesh Balraj | Bugs Bhargava | Hardik Bothra | Makrand Deshpande,Amole Gupte,Fox Star Studios,,,,,11,,11.36,,,,,,,tt3501994,7.3,,,,,,,,,hitFlop=2,High,,wikipedia,2.0,2026-07-02
BOLLY_2014_0467_khwaabb,Khwaabb,Khwaabb,2014,May,5,2014-05-09,Drama,,Drama | Romance | Sport,No,,Zaid Ali Khan,Nafisa Ali,,Nafisa Ali | Simer Motiani | Bajrangbali Singh | Navdip Singh,Moraad Ali Khan (story) | Arnab Mukherjee,,2.1151,D,,,,,,,,,,,,tt2429930,7.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0468_koyelaanchal,Koyelaanchal,Koyelaanchal,2014,May,5,2014-05-09,Action,,Action | Drama,No,,Ashu Trikha,Vinod Khanna,Suniel Shetty,Kannan Arunachalam | Vinod Khanna | Roopali Krishnarao | Sunil Shetty,Vishal Vijay Kumar | Sanjay Masoom,,4.0315,D,1.1186,D,,,,,,,,,,tt3640942,5.4,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2014_0469_manjunath,Manjunath,Manjunath,2014,May,5,2014-05-09,Drama,,Drama,No,,Sandeep A. Varma,Divya Dutta,Seema Biswas,Anjori Alagh | Karan Ashar | Asif Basra | Seema Biswas,,"Viacom18 Motion Pictures, NFDC",2.3769,D,,,3,,30,,,,,,,tt3056632,7.1,,,,,,,,,hitFlop=5,High,,wikipedia,2.0,2026-07-02
