film_id,canonical_title,display_title,release_year,release_month,release_month_num,release_date,primary_genre,secondary_genre,all_genres,sequel_flag,remake_flag,director,lead_actor_1,lead_actor_2,cast_list,writer_list,production_house,actor_rank_score,actor_tier_proxy,director_rank_score,director_tier_proxy,budget_cr,budget_usd,worldwide_gross_cr,worldwide_gross_usd,domestic_gross_cr,domestic_gross_usd,opening_day_cr,opening_weekend_cr,runtime_minutes,imdb_id,imdb_rating,content_score_clarity,content_score_novelty,content_score_execution,content_score_originality,content_score_structure,content_score_pacing,content_score_engagement,content_score_authenticity,verdict_raw,financial_data_confidence,is_synthetic,source,data_version,last_updated
BOLLY_2005_2072_ek_khiladi_ek_haseena,Ek Khiladi Ek Haseena,Ek Khiladi Ek Haseena,2005,November,11,2005-11-18,Comedy,Crime,Comedy | Crime | Thriller,No,,Suparn Verma,Fardeen Khan,Koena Mitra,Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant,Suparn Verma (story),,2.8821,D,1.4658,D,,,,,,,,,,tt0461209,5.7,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2073_elaan,Elaan,Elaan,2005,January,1,2005-01-14,Action,,Action,No,,Vikram Bhatt,Arjun Rampal,Ameesha Patel,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Robin Bhatt | Vikram Bhatt,,3.8011,D,2.9028,D,,,,,,,,,,tt0416712,4.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2074_fareb,Fareb,Fareb,2005,,,,Drama,Thriller,Drama | Thriller,No,,Deepak Tijori,Shilpa Shetty,Manoj Bajpayee,Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi,Girish Dhamija (dialogue) | Bijesh Jayarajan (screenplay) | Bijesh Jayarajan (story),,3.537,D,1.5883,D,,,,,,,,,,tt0444820,6.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2075_the_film,The Film,The Film,2005,November,11,2005-11-25,Drama,Thriller,Drama | Thriller,No,,Junaid Memon,Nassar Abdulla,Ravi Baswani,Nassar Abdulla | Ravi Baswani | Rakesh Bedi | Mahima Chaudhry,Yash Chouhan (story) | Anand Dehelvi (screenplay) | Junaid Memon | Geetika Tondon (additional dialogue),,1.5787,D,,,,,,,,,,,,tt0466546,0.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2076_garam_masala,Garam Masala,Garam Masala,2005,November,11,2005-11-03,Comedy,Romance,Comedy,No,,Priyadarshan,Akshay Kumar,John Abraham,Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen,Priyadarshan (screenplay) | Neeraj Vora (dialogue) | Priyadarshan (story),,6.3805,C,3.8472,D,,,,,,,,,,tt0453671,6.7,,,,,,,,,hitFlop=6,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2077_hanuman,Hanuman,Hanuman,2005,October,10,2005-10-21,Animation,,Animation,No,,V.G. Samant | Milind Ukey,Archi,Rajesh Jolly,Archi | Rajesh Jolly | Mukesh Khanna | Sushmita Mukherjee,Milind Ukey,,,,,,,,,,,,,,,tt0488836,7.9,,,,,,,,,hitFlop=5,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2078_home_delivery_aapko_ghar_tak,Home Delivery: Aapko... Ghar Tak,Home Delivery: Aapko... Ghar Tak,2005,December,12,2005-12-02,Comedy,Romance,Comedy | Romance,No,,Sujoy Ghosh,Vivek Oberoi,Mahima Chaudhry,Vivek Oberoi | Mahima Chaudhry | Ayesha Takia | Boman Irani,Sujoy Ghosh (screenplay) | Sujoy Ghosh (story) | Suresh Nair (dialogue) | Suresh Nair (story) | Ritesh Shah (dialogue) | Milap Zaveri (dialogue),,3.486,D,2.6445,D,,,,,,,,,,tt0457940,3.4,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2079_hum_dum,Hum Dum,Hum Dum,2005,February,2,2005-02-11,Comedy,Romance,Comedy | Romance,No,,Kushan Nandy,Romit Raaj,Anjana Sukhani,Romit Raaj | Anjana Sukhani | Benjamin Gilani | Tanvi Azmi,Ghalib Asadbhopali (dialogue) | Kushan Nandy (story) | Kiran Shroff,,,,,,,,,,,,,,,tt0449982,2.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2080_insan,Insan,Insan,2005,January,1,2005-01-14,Drama,War,Drama | War,No,,K. Subhash,Akshay Kumar,Ajay Devgn,Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,Naeem-Ejaz (dialogue),,6.3805,C,,,,,,,,,,,,tt0438875,4.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2081_iqbal,Iqbal,Iqbal,2005,January,1,2006-01-20,Drama,Sport,Drama,No,,Nagesh Kukunoor,Naseeruddin Shah,Girish Karnad,Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad,Nagesh Kukunoor,,3.7695,D,1.4685,D,,,,,,,,,,tt0453729,8.1,,,,,,,,,hitFlop=4,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2082_jalwa_fun_in_love,Jalwa: Fun in Love,Jalwa: Fun in Love,2005,September,9,2005-09-16,Comedy,Drama,Comedy | Drama,No,,Rajiv S. Ruia,Ganesh Acharya,Neha Bhatt,Ganesh Acharya | Neha Bhatt | Daisy | Ali G.,Rajiv S. Ruia (screenplay) | Dhruv Singh (screenplay),,,,1.1221,D,,,,,,,,,,tt1339313,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2083_jo_bole_so_nihaal,Jo Bole So Nihaal,Jo Bole So Nihaal,2005,May,5,2005-05-13,Action,,Action,No,,Rahul Rawail,Sunny Deol,Thomas Tevana,Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,Sanjay Chhel (dialogue writer),,3.3809,D,1.4734,D,,,,,,,,,,tt0436451,3.7,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2084_jurm,Jurm,Jurm,2005,February,2,2005-02-10,Thriller,Drama,Thriller,No,,Vikram Bhatt,Bobby Deol,Lara Dutta,Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor,,,2.4272,D,2.9028,D,,,,,,,,,,tt0445022,5.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2085_kaal,Kaal,Kaal,2005,April,4,2005-04-29,Thriller,Adventure,Thriller | Adventure | Mystery,No,,Soham Shah,Ajay Devgn,Vivek Oberoi,Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,Soham Shah (dialogue) | Soham Shah (screenplay) | Soham Shah (story),,6.8713,C,,,,,,,,,,,,tt0415908,4.7,,,,,,,,,hitFlop=4,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2086_kal_yesterday_and_tomorrow,Kal: Yesterday and Tomorrow,Kal: Yesterday and Tomorrow,2005,December,12,2005-12-09,Drama,Mystery,Drama | Mystery | Thriller,No,,Ruchi Narain,Shiney Ahuja,Murad Ali,Shiney Ahuja | Murad Ali | Ahmed Chaudhary | Gopi Desai,Ruchi Narain,,2.8402,D,,,,,,,,,,,,tt0461258,0.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2087_kalyug,Kalyug,Kalyug,2005,December,12,2005-12-09,Action,Crime,Action | Crime | Drama,No,,Mohit Suri,Kunal Khemu,Deepal Shaw,Kunal Khemu | Deepal Shaw | Smiley Suri | Atul Parchure,Jay Dixit (dialogue) | Anand Sivakumaran (screenplay) | Mohit Suri (story),,3.1566,D,4.931,D,,,,,,,,,,tt0499041,6.5,,,,,,,,,hitFlop=5,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2088_karam,Karam,Karam,2005,March,3,2005-03-11,Crime,Thriller,Crime | Thriller,No,,Sanjay F. Gupta,John Abraham,Priyanka Chopra,John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan,Suparn Verma (story),,7.1193,B,,,,,,,,,,,,tt0444849,5.8,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2089_kasak,Kasak,Kasak,2005,July,7,2005-07-22,Drama,,Drama,No,,Rajiv Babbar,Lucky Ali,Meera,Lucky Ali | Meera | Mukesh Tiwari | Nandini,Rajiv Babbar (screenplay) | Rajiv Babbar (story) | Sanjay Masoom (dialogue) | Sanjay Masoom (screenplay) | Neeraj Vora (screenplay),,,,,,,,,,,,,,,tt0470398,4.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2090_khamoshh_khauff_ki_raat,Khamoshh... Khauff Ki Raat,Khamoshh... Khauff Ki Raat,2005,April,4,2005-04-15,Thriller,,Thriller,No,,Deepak Tijori,Shilpa Shetty,Juhi Chawla,Shilpa Shetty | Juhi Chawla | Rajiv Singh | Shawar Ali,Adi (dialogue) | Adi (screenplay) | Bijesh Jayarajan (screenplay),,3.537,D,1.5883,D,,,,,,,,,,tt0437279,3.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2091_khullam_khulla_pyaar_karen,Khullam Khulla Pyaar Karen,Khullam Khulla Pyaar Karen,2005,April,4,2005-04-28,Comedy,,Comedy,No,,Harmesh Malhotra,Govinda,Preity Zinta,Govinda | Preity Zinta | Prem Chopra | Sadashiv Amrapurkar,Rajeev Kaul (screenplay) | Anwar Khan (dialogue) | Anwar Khan (story) | Praful Parekh (screenplay),,4.7856,D,,,,,,,,,,,,tt0373972,4.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2092_kisna_the_warrior_poet,Kisna: The Warrior Poet,Kisna: The Warrior Poet,2005,January,1,2005-01-21,Drama,Musical,Drama | Musical | Romance,No,,Subhash Ghai,Vivek Oberoi,Isha Sharvani,Vivek Oberoi | Isha Sharvani | Antonia Bernath | Sushmita Sen,Sachin Bhowmick | Farrukh Dhondy | Subhash Ghai | Margaret Glover,,3.486,D,1.3105,D,,,,,,,,,,tt0396690,4.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2093_koi_aap_sa_but_lovers_have_to_be_friends,Koi Aap Sa: But Lovers Have to Be Friends,Koi Aap Sa: But Lovers Have to Be Friends,2005,October,10,2005-10-14,Comedy,Drama,Comedy | Drama | Romance,No,,Partho Mitra,Aftab Shivdasani,Anita Hassandani,Aftab Shivdasani | Anita Hassandani | Dipannita Sharma | Himanshu Malik,Mahesh Pandey (screenplay) | Sameer (lyrics) | Dheeraj Sarna (dialogue),,2.7284,D,,,,,,,,,,,,tt0488840,5.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2094_koi_mere_dil_mein_hai,Koi Mere Dil Mein Hai,Koi Mere Dil Mein Hai,2005,June,6,2005-06-03,Drama,,Drama,No,,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Dia Mirza | Sadashiv Amrapurkar | Rita Bhaduri | Birbal,Humayun Mirza (screenplay),,4.3509,D,,,,,,,,,,,,tt0478868,7.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2095_kuchh_meetha_ho_jaye,Kuchh Meetha Ho Jaye,Kuchh Meetha Ho Jaye,2005,April,4,2005-04-15,Comedy,Romance,Comedy | Romance,No,,Samar Khan,Arshad Warsi,Mahima Chaudhry,Arshad Warsi | Mahima Chaudhry | Parvin Dabas | Sandhya Mridul,Samar Khan (story) | Rohit Malhotra (dialogue) | Rohit Malhotra (screenplay) | Rohit Malhotra (story),,3.5596,D,,,,,,,,,,,,tt0453748,6.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2096_kyaa_kool_hai_hum,Kyaa Kool Hai Hum,Kyaa Kool Hai Hum,2005,May,5,2005-05-06,Comedy,Mystery,Comedy | Mystery,No,,Sangeeth Sivan,Tusshar Kapoor,Ritesh Deshmukh,Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia,Sachin Yardi (story) | Pankaj Trivedi (story),,3.8353,D,2.7482,D,,,,,,,,,,tt0456500,6.1,,,,,,,,,hitFlop=6,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2097_kyon_ki,Kyon Ki...,Kyon Ki...,2005,November,11,2005-11-03,Drama,Romance,Drama | Romance,No,,Priyadarshan,Salman Khan,Kareena Kapoor,Salman Khan | Kareena Kapoor | Rimi Sen | Jackie Shroff,Sanjay Chhel (dialogue),,9.2082,A,3.8472,D,,,,,,,,,,tt0451787,5.5,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2098_lucky_no_time_for_love,Lucky: No Time for Love,Lucky: No Time for Love,2005,April,4,2005-04-08,Musical,Drama,Musical | Drama | Romance,No,,Radhika Rao | Vinay Sapru,Salman Khan,Sneha Ullal,Salman Khan | Sneha Ullal | Mithun Chakraborty | Kader Khan,Radhika Rao | Vinay Sapru | Milap Zaveri (dialogue),,9.2082,A,,,,,,,,,,,,tt0449306,4.7,,,,,,,,,hitFlop=3,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2099_main_aisa_hi_hoon,Main Aisa Hi Hoon,Main Aisa Hi Hoon,2005,May,5,2005-05-06,Musical,Drama,Musical | Drama,No,,Harry Baweja,Ajay Devgn,Sushmita Sen,Ajay Devgn | Sushmita Sen | Esha Deol | Anupam Kher,Harry Baweja (story) | Bhavani Iyer (screenplay) | Anurag Kashyap (dialogue),,6.8713,C,1.6165,D,,,,,,,,,,tt0444874,4.9,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2100_main_meri_patni_aur_woh,"Main, Meri Patni... Aur Woh!","Main, Meri Patni... Aur Woh!",2005,October,10,2005-10-07,Comedy,Drama,Comedy | Drama | Romance,No,,Chandan Arora,Naseeruddin Shah,Rajpal Yadav,Naseeruddin Shah | Rajpal Yadav | Rituparna Sengupta | Kay Kay Menon,Gunjan Joshi (story) | Rajpal Yadav (story) | Ashok Khanna (screenplay) | Pankaj Saraswat (screenplay) | Pankaj Saraswat (dialogue),,3.7695,D,1.0638,D,,,,,,,,,,tt0485513,7.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2101_maine_pyaar_kyun_kiya,Maine Pyaar Kyun Kiya,Maine Pyaar Kyun Kiya,2005,July,7,2005-07-15,Comedy,Drama,Comedy | Drama | Romance,No,,David Dhawan,Salman Khan,Sushmita Sen,Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan,Sanjay Chhel (dialogues) | Rumi Jaffery (screenplay) | Sameer (lyrics),,9.2082,A,4.7408,D,,,,,,,,,,tt0451803,5.6,,,,,,,,,hitFlop=5,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2102_mashooka,Mashooka,Mashooka,2005,July,7,2005-07-15,Romance,Thriller,Romance | Thriller,No,,Afzal Ahmad,Aditya Bal,Meghna Naidu,Aditya Bal | Meghna Naidu | Vidya Malvade,Afzal Ahmad (story) | Afzal Ahmad (screenplay) | Akash Dixit (dialogue),,,,,,,,,,,,,,,tt0833499,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2103_mazaa_mazaa,Mazaa Mazaa,Mazaa Mazaa,2005,,,,Romance,,Romance,No,,T.L.V. Prasad,Farid Amiri,Mridula Baruah,Farid Amiri | Mridula Baruah | Pankaj Berry | Camila Bordonaba,T.L.V. Prasad,,,,,,,,,,,,,,,tt0488316,3.1,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2104_meri_aashiqui,Meri Aashiqui,Meri Aashiqui,2005,,,,Romance,,Romance,No,,,Rahul Roy,Himani Shivpuri,Rahul Roy | Himani Shivpuri | Prithvi Zutshi,,,,,,,,,,,,,,,,tt0490454,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2105_mr_prime_minister,Mr Prime Minister,Mr Prime Minister,2005,December,12,2005-12-31,Comedy,,Comedy,No,,Dev Anand,Dev Anand,Prem Chopra,Dev Anand | Prem Chopra | Milind Gunaji | A.K. Hangal,Dev Anand,,1.0,D,2.5388,D,,,,,,,,,,tt0813539,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2106_mr_ya_miss,Mr Ya Miss,Mr Ya Miss,2005,December,12,2005-12-02,Comedy,,Comedy,No,,Antara Mali | Satchit Puranik,Antara Mali,Ritesh Deshmukh,Antara Mali | Ritesh Deshmukh | Divya Dutta | Aftab Shivdasani,Antara Mali (screenplay) | Antara Mali (story) | Raghuvir Shekhawat (dialogue),,2.6169,D,,,,,,,,,,,,tt0456549,3.8,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2107_mumbai_godfather,Mumbai Godfather,Mumbai Godfather,2005,September,9,2005-09-22,Action,Crime,Action | Crime | Drama,No,,Deepak Balraj Vij,Seema Biswas,Vikram Singh,Seema Biswas | Vikram Singh | Bhumika | Govind Namdeo,Farhad Bhiwandiwala (lyrics) | Salim Hyder | Jeetendra S. Shukla (lyrics) | Deepak Balraj Vij,,1.9546,D,,,,,,,,,,,,tt0458027,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2108_my_wife_s_murder,My Wife's Murder,My Wife's Murder,2005,August,8,2005-08-19,Thriller,,Thriller,No,,Jijy Philip,Anil Kapoor,Suchitra Krishnamoorthi,Anil Kapoor | Suchitra Krishnamoorthi | Nandana Sen | Rajesh Tandon,Atul Sabharwal,,5.6087,C,,,,,,,,,,,,tt0451824,6.2,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2109_naam_gum_jaayega,Naam Gum Jaayega,Naam Gum Jaayega,2005,April,4,2005-04-10,Thriller,,Thriller,No,,Amol Shetge,Raqesh Vashisth,Dia Mirza,Raqesh Vashisth | Dia Mirza | Aryan Vaid | Mandira Bedi,Amol Shetge,,,,1.2309,D,,,,,,,,,,tt0459475,6.1,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2110_naina,Naina,Naina,2005,May,5,2005-05-20,Drama,Horror,Drama | Horror | Mystery,No,,Shripal Morakhia,Urmila Matondkar,Anuj Sawhney,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,Shripal Morakhia (story) | Sagar Pandya | Anjum Rajabali,,2.6966,D,,,,,,,,,,,,tt0443594,4.2,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2111_nazar,Nazar,Nazar,2005,May,5,2005-05-20,Thriller,,Thriller,No,,Soni Razdan,Meera,Ashmit Patel,Meera | Ashmit Patel | Koel Purie | Neena Gupta,Mahesh Bhatt | Anand Sivakumaran (screenplay),,,,,,,,,,,,,,,tt0456558,4.0,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2112_neal_n_nikki,Neal 'N' Nikki,Neal 'N' Nikki,2005,December,12,2005-12-09,Comedy,Musical,Comedy | Musical | Romance,No,,Arjun Sablok,Uday Chopra,Tanisha,Uday Chopra | Tanisha | Abhishek Bachchan | Richa Pallod,Arjun Sablok (story) | Arjun Sablok (dialogue) | Anvita Dutt Guptan (additional screenplay) | Anvita Dutt Guptan (dialogue),,4.4943,D,,,,,,,,,,,,tt0470869,3.2,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2113_nigehbaan_the_third_eye,Nigehbaan: The Third Eye,Nigehbaan: The Third Eye,2005,February,2,2005-02-25,Thriller,,Thriller,No,,Dilip Shankar,Sameer Dharmadhikari,Sandali Sinha,Sameer Dharmadhikari | Sandali Sinha | Sayaji Shinde | Govind Namdeo,Dilip Shankar (story) | Sayed Sultan (story) | Dilip Shankar (screenplay) | Sayed Sultan (screenplay) | Sayed Sultan (dialogue),,,,,,,,,,,,,,,tt0845503,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2114_no_entry,No Entry,No Entry,2005,August,8,2005-08-26,Comedy,Drama,Comedy | Drama | Musical,No,,Anees Bazmee,Anil Kapoor,Salman Khan,Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu,Anees Bazmee,,5.6087,C,5.6076,C,,,,,,,,,,tt0451833,6.6,,,,,,,,,hitFlop=7,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2115_padmashree_laloo_prasad_yadav,Padmashree Laloo Prasad Yadav,Padmashree Laloo Prasad Yadav,2005,January,1,2005-01-28,Comedy,,Comedy,No,,Mahesh Manjrekar,Sunil Shetty,Masumeh Makhija,Sunil Shetty | Masumeh Makhija | Mahesh Manjrekar | Johnny Lever,Sanjay Pawar (dialogue) | Vinay | Yash,,3.3073,D,1.4664,D,,,,,,,,,,tt0435259,2.5,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2116_page_3,Page 3,Page 3,2005,January,1,2005-01-21,Drama,,Drama,No,,Madhur Bhandarkar,Konkona Sen Sharma,Atul Kulkarni,Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma,Nina Arora (screenplay) | Madhur Bhandarkar (dialogue) | Sanjeev Dutta (dialogue) | Manoj Tyagi (screenplay),,2.9405,D,3.2787,D,,,,,,,,,,tt0443708,7.3,,,,,,,,,hitFlop=5,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2117_paheli,Paheli,Paheli,2005,June,6,2005-06-24,Fantasy,Romance,Fantasy | Romance,No,,Amol Palekar,Shah Rukh Khan,Anupam Kher,Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan,Vijayadan Detha (novel) | Vijayadan Detha (story) | Sandhya Gokhale (dialogue) | Sandhya Gokhale (screenplay) | Amol Palekar (story),,9.2267,A,,,,,,,,,,,,tt0451850,6.4,,,,,,,,,hitFlop=3,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2118_parineeta,Parineeta,Parineeta,2005,June,6,2005-06-10,Drama,Musical,Drama | Musical | Romance,No,,Pradeep Sarkar,Saif Ali Khan,Vidya Balan,Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,Saratchandra Chatterjee (novel) | Vidhu Vinod Chopra (screenplay) | Rekha Nigam (dialogue) | Pradeep Sarkar (screenplay),,5.7211,C,2.2519,D,,,,,,,,,,tt0437407,7.2,,,,,,,,,hitFlop=3,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2119_pyaar_mein_twist,Pyaar Mein Twist,Pyaar Mein Twist,2005,September,9,2005-09-02,Comedy,Drama,Comedy | Drama | Musical,No,,Hriday Shetty,Rishi Kapoor,Dimple Kapadia,Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton,Sushma Ahuja (story) | Sameer (lyrics),,4.4084,D,1.2329,D,,,,,,,,,,tt0439754,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2120_raja_bhai_lagey_raho,Raja Bhai Lagey Raho...,Raja Bhai Lagey Raho...,2005,October,10,2005-10-07,Comedy,,Comedy,No,,Dinesh D. Awasthi,Ravi Kishan,Rajeev Awasthi,Ravi Kishan | Rajeev Awasthi | Chittaranjan Giri | Arun Kumar,Dinesh D. Awasthi | Saurabh Bharadwaj (dialogue) | Siddique Durrani (dialogue),,2.1644,D,,,,,,,,,,,,tt0826165,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2121_ramji_londonwaley,Ramji Londonwaley,Ramji Londonwaley,2005,September,9,2005-09-02,Comedy,Drama,Comedy | Drama | Family,No,,Sanjay Dayma,Madhavan,Samita Bangargi,Madhavan | Samita Bangargi | Satish Shah | Akhilendra Mishra,Kamal Hassan (original story) | Sanjay Dayma (screenplay) | Madhavan (adaptation) | Madhavan (additional screenplay) | Avantika Hari (additional screenplay) | Jay Verma (dialogue: India portions) | Manish Tiwari (dialogue: India portions) | Madhavan (dialogue: London portions) | Sanjay Dayma (dialogue: London portions),,5.0561,C,,,,,,,,,,,,tt0476848,6.6,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2122_revati,Revati,Revati,2005,May,5,2005-05-07,Drama,,Drama,No,,Farogh Siddique,Kashmira Shah,Kiran Kumar,Kashmira Shah | Kiran Kumar | Ayub Khan | Javed Khan,Farogh Siddique,,2.3939,D,,,,,,,,,,,,tt0420123,8.0,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2123_the_rising_ballad_of_mangal_pandey,The Rising: Ballad of Mangal Pandey,The Rising: Ballad of Mangal Pandey,2005,August,8,2005-08-12,Biography,Drama,Biography | Drama | History,No,,Ketan Mehta,Aamir Khan,Rani Mukerji,Aamir Khan | Rani Mukerji | Toby Stephens | Coral Beed,Farrukh Dhondy (screenplay) | Ranjit Kapoor (Hindi dialogue),,10.0,A,,,,,,,,,,,,tt0346457,,,,,,,,,,hitFlop=2,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2124_rog,Rog,Rog,2005,January,1,2005-01-07,Mystery,Romance,Mystery | Romance | Thriller,No,,Himanshu Brahmbhatt,Irrfan Khan,Suhel Seth,Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma,Mahesh Bhatt | Subodh Chopra (dialogue) | Niranjan Iyengar (dialogue),,2.9178,D,,,,,,,,,,,,tt0443208,5.2,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2125_sab_kuch_hai_kuch_bhi_nahin,Sab Kuch Hai Kuch Bhi Nahin,Sab Kuch Hai Kuch Bhi Nahin,2005,April,4,2005-04-15,Drama,,Drama,No,,Abhik Bhanu,Brian Dawson,Vikram Gokhale,Brian Dawson | Vikram Gokhale | Puja Gupta | A.K. Hangal,,,,,,,,,,,,,,,,tt1093387,,,,,,,,,,hitFlop=1,Missing/Partial,,wikipedia,2.0,2026-07-02
BOLLY_2005_2126_salaam_namaste,Salaam Namaste,Salaam Namaste,2005,September,9,2005-09-09,Comedy,Drama,Comedy | Drama | Romance,No,,Siddharth Anand,Saif Ali Khan,Preity Zinta,Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta,Siddharth Anand (screenplay) | Abbas Tyrewala (dialogue),,5.7211,C,5.6148,C,,,,,,,,,,tt0456165,6.1,,,,,,,,,hitFlop=6,Missing/Partial,,wikipedia,2.0,2026-07-02
